你别问他,,,,,,,,,0,,
他也没有原因,,,,,,,,,0,,
到底应不应该相信自己,,,,,,,,,0,,
十万分之一,,,,,,,,,0,,
Wu 请不要胡思乱想,,,,,,,,,0,,
Wu 一起吃最后的晚餐,,,,,,,,,0,,
回头就代表已经结束,,,,,,,,,0,,
眉头 一直皱非常痛苦,,,,,,,,,0,,
这感觉就像中毒 冬天里也能中暑,,,,,,,,,0,,
其实我也懂你接踵而至的烦恼,,,,,,,,,0,,
感情的裂缝 还是补不好,,,,,,,,,0,,
大不了重来 让渣男去投胎,,,,,,,,,1,,
要不要发个信息？要不要打个电话？？,,,,,,,,,0,,
要不要问他在哪？为什么还不回家....,,,,,,,,,0,,
他手机暧昧信息...要不要直接过滤？..,,,,,,,,,0,,
OK如果你想成为万花丛中一点绿,,,,,,,,,1,,
从开始就没想过 他会在外面闯祸,,,,,,,,,0,,
惹得一身骚还要你来包容,,,,,,,,,1,,
想哭却假装坚强 何必再选择原谅,,,,,,,,,0,,
一个人开始更好的生活,,,,,,,,,0,,
他整天不是待在酒吧就是在宾馆,,,,,,,,,1,,
旁边女孩问他是否有约就是在今晚,,,,,,,,,0,,
听完你的语音偶尔回你微信,,,,,,,,,0,,
说他回家晚因为要加班是公司规定？,,,,,,,,,0,,
放屁 他早就忘了当初说的有福同享,,,,,,,,,1,,
他现在是路边的小黄车人人共享,,,,,,,,,1,,
你以为你中奖 为何晚上还是哭泣,,,,,,,,,0,,
为了他那个以前的你早就不见踪迹,,,,,,,,,0,,
到底该怎么过呢 我想你应该知道,,,,,,,,,0,,
不过是感情挫折 把他从回忆撕掉,,,,,,,,,0,,
他又不是支票 你不必那么心疼,,,,,,,,,0,,
等个男孩为你痴笑在醒来的清晨,,,,,,,,,0,,
Wu 请不要胡思乱想,,,,,,,,,0,,
Wu 一起吃最后的晚餐,,,,,,,,,0,,
滚动歌词来自keepchillin_阿柒,,,,,,,,,0,,
我想你的微笑,,,,,,,,,0,,
想让你陪我闹,,,,,,,,,0,,
想把你抱紧陪你度过每分每一秒,,,,,,,,,0,,
看着你的双眼,,,,,,,,,0,,
打开我的防线,,,,,,,,,0,,
你已走进我的世界 我并没有知觉,,,,,,,,,0,,
把我的心交给你为你拼凑记忆,,,,,,,,,0,,
感受你的气息,,,,,,,,,0,,
你不在我身边,,,,,,,,,0,,
只能记住你侧脸,,,,,,,,,0,,
