不再记忆中煎熬,,,,0
就算我一个人前进 也能微笑,,,,0
留下我的记号 用生命去寻找,,,,0
他听到了窗户外传来的车声,,,,0
坚强的原因是没有别人疼爱,,,,0
泪水留给自己 笑给所有人看,,,,0
把自己伪装成没有感情的混蛋,,,,1
也没有任何人发现他需要安慰,,,,0
全世界都失去还有音乐伴他安睡,,,,0
不再回头 不再依靠,,,,0
不再记忆中煎熬,,,,0
就算我一个人前进 也能微笑,,,,0
留下我的记号 用生命去寻找,,,,0
曾信任过的爱 哼 已不见踪影,,,,0
对未来的憧憬成了讽刺的风景,,,,0
第二天的清晨 又显的毫不关心,,,,0
只有红肿的眼 见证了昨夜的万箭穿心,,,,0
可现实不是你想放下就能忘记他,,,,0
没能力改变随着时光荏苒,,,,0
经历人间冷暖可笑这就是成长,,,,0
这三年走过来看过太多悲欢离合,,,,0
那些海誓山盟今天又有谁还记得,,,,0
这段话写给朋友 也写给 弃我去者,,,,0
从最开始的岁月 是我一个人,,,,0
那就不要退却 就算是一个人,,,,0
抬头走向毁灭 也不会颤抖,,,,0
永远都不会变,,,,0
不再回头 不再依靠,,,,0
不再记忆中煎熬,,,,0
就算我一个人前进 也能微笑,,,,0
留下我的记号 用生命去寻找,,,,0
不再回头 不再依靠,,,,0
不再记忆中煎熬,,,,0
就算我一个人前进 也能微笑,,,,0
留下我的记号 用生命去寻找,,,,0
或许有生之年不能站在巅峰,,,,0
鱼儿想忘海洋 我向往天空,,,,0
英雄走入了硝烟中,,,,0
燃烧自己生命 这就是先锋,,,,0
总得有人去走,,,,0
才会看到台下挥舞的手,,,,0
变得坚定 那就勇敢的继续走,,,,0
总有一天全世界都为你举起手,,,,0
不再回头 不再依靠,,,,0
不再记忆中煎熬,,,,0
就算我一个人前进 也能微笑,,,,0
留下我的记号 用生命去寻找,,,,0
不再回头 不再依靠,,,,0
不再记忆中煎熬,,,,0
就算我一个人前进 也能微笑,,,,0
留下我的记号 用生命去寻找,,,,0
哎 我没阻止你坐上那辆空车,,,,0
在那哈站到就像***丰碑,,,,1
几个狐朋狗友帮我弥补空缺,,,,1
放马后炮 说你当时就该冲撒,,,,1
哎 妈哦 酒杯循环放我中间,,,,1
喝麻了 脸烫 心是冬天,,,,0
我的歉意被摔地上 弹了3个后空翻,,,,0
需要吹风机 两哈把伤口烘干,,,,0
晓得明白一切都是报应 对,,,,0
阻止不到这一天的靠近 对,,,,0
虽然吵架的时候确实烦的要命,,,,0
但这次我承认绝对是最惨痛的教训,,,,0
被拖进黑名单 之后的每一天,,,,0
没有你我像身在朝鲜 想念美利坚,,,,0
宁愿家里扫垃圾 把邀约推一边,,,,0
通讯录*** 删了 以前咋不规矩喃,,,,1
独自走一圈 感觉不太好过,,,,0
这个站台那条街 就像是昨天跑过,,,,0
一盏灯打下来寒风吹起树叶飘落,,,,0
感觉现在有点惨 相信你不会再搞错,,,,0
认清I’m badboy baster 离开是对嘞,,,,0
找个other guy 把你当成最珍贵的嘞,,,,0
而我微信不响 不再有一堆未接,,,,0
一切都说明永远 都不能回切,,,,0
太阳升起落下 时间在走但不说话,,,,0
来的来走的走 从A到C cup 想一哈,,,,1
记忆中 关于她 还剩点尾巴,,,,0
更多事情教会我 生活总不完美,,,,0
她可能已经浓妆艳抹 嘴巴叼个烟嘴,,,,0
不会再难为情 一切难得归零,,,,0
不回头背对而行 时间不会为谁而停,,,,0
他们说在前方肯定还有更好嘞,,,,0
可是我现在满脑壳却想到挣跑车,,,,0
灰色的城市无头苍蝇一样跟到追,,,,0
很难辨别哪个廉价哪个更宝贵,,,,0
在某个夜晚 某个地点 某个身影,,,,0
从旁边闪过 那瞬间像 她在身后跟紧,,,,0
而当你转身寻找 只是被过去引导,,,,0
原来嘞以为忘掉 那只是说的轻巧,,,,0
躲避着闪烁其词小心翼翼的按捺,,,,0
或许你看的出端倪 但也不确定真假,,,,0
我捕捉光影 独自把细节慢慢放大,,,,0
你总是迈着慢慢的步伐 慢慢活慢慢过没人逼迫,,,,0
哪怕整个世界向右 你向左,,,,0
绝非叛逆 只不过是你选择,,,,0
你是摇曳的水草 扎根在河底飘摇,,,,0
我是浮游的海藻 为靠近你密集成灾难赤潮,,,,0
没人能准确知道 我曽用什么方式收集你的颜色跟记号,,,,0
隐秘得像你 your velvet skins,,,,0
越克制越上瘾 my deadly sins,,,,0
我安静的等 消极的等,,,,0
时间犹如长河堵塞 更加慢吞吞,,,,0
我在你身上散落一些末尾的青春,,,,0
见到你的瞬间,,,,0
我全身血液都曾凝固,,,,0
一切都太美 你的身体 你俯身的弧度,,,,0
美得让我恐惧,,,,0
而你警惕,,,,0
你的虎牙锋利,,,,0
我不停地撒谎 谎话里面遍布爱,,,,0
没有谜底 把焦虑当做挡箭牌,,,,0
对你的记忆 不算壮丽,,,,0
一半是犹豫 一半埋藏于瓦砾,,,,0
而你对我也没太热情 礼貌之余略带亲密,,,,0
我还是无力抵抗陷入沼泥,,,,0
对你的凝视隔着万千眼神玻璃,,,,0
而我已庆幸,,,,0
从没剑拔弩张 也说不上麻木忍让,,,,0
隐秘得像你 your velvet skins,,,,0
越克制越上瘾 my deadly sins,,,,0
夜空被高楼灯光点缀着,,,,0
朝九晚五的上班族他们也先睡了,,,,0
路灯把周围空气染成了金色,,,,0
车窗外街景都是熟悉的,,,,0
凌晨上海外滩随着交通灯呼吸着,,,,0
是种雨后像虚构一般的色调,,,,0
车轮行驶在镜子一般的街道,,,,0
14那清闲的音符准备迎接,,,,0
破晓我隐约听见这夜街的音乐,,,,0
天晚了天空被黑暗給添滿了,,,,0
有宵禁的孩子都遣返了,,,,0
踢到鐵板了但是入夜,,,,0
速度才會減緩了街道距離延展了,,,,0
閃著的壞的街燈亮又滅,,,,0
即便抬頭吹來的是迎面,,,,0
的冷風我再確定了一遍,,,,0
yup 遺落在我臉上的是寂夜,,,,0
夜幫我化解與白天的歧見,,,,0
那窗口又是誰在輕敲著琴鍵,,,,0
點煙的期间我忘了時間,,,,0
chillin'不用赴約可以遲些,,,,0
可以像近在咫尺般直接,,,,0
想得到的平靜此刻就實現,,,,0
破曉之前野貓跳上屋簷,,,,0
我揮手向台北夜街道別,,,,0
你可以认真听过我的歌词给我意见,,,,0
我所有做的一切都是梦想前的历练,,,,0
我没有太多积淀 我需要时间蜕变,,,,0
那逝去的 青春 拿什么 来祭奠,,,,0
我不需要 多帅的 球鞋SNAPBACK,,,,0
把更多的 心思 投入共鸣的音乐,,,,0
我知道 我努力 不一定会有结果,,,,0
但至少 我全力 我真心的追过,,,,0
我只想证明自己抓紧自己想做的,,,,0
我不想做个普通人做别人做不到的,,,,0
我爸妈就像音乐不停的 传我道理,,,,0
他告诉我做男人就得必须靠我自己,,,,0
我求求你们清醒 这时间不长抓紧,,,,0
其实梦想就在眼前看你敢不敢去握紧,,,,0
如果上天 给你平庸 难道你会甘心 ？,,,,0
这现实 就得争斗 我不管会有多痛,,,,0
功成名就哪个？像DIAMOND 一样闪烁,,,,0
他们只会注重结果但是看不到你坎坷,,,,0
他们不知道的更多 你过程付出的少多,,,,0
最后你才懂得,,,,0
是过程 不是结果,,,,0
在破茧重生以后,,,,0
重创的伤口不会再痛,,,,0
梦想支撑我向前走,,,,0
我要追寻我的自由,,,,0
当遇到挫折的时候,,,,0
我不会再去低头,,,,0
为了心中的目标而奋斗,,,,0
我会一直走到最后,,,,0
经历过低谷让我变得更加强壮,,,,0
我曾把理想大学写在我的墙上,,,,0
但没有实现又让父母在次的失望,,,,0
曾经我找不到出口 压抑在胸口,,,,0
我无法挽留我的爱人叫她别走,,,,0
我只能一根一根的灭了这烟头,,,,0
痛在咽喉 我知道你懂我的感受,,,,0
作为硬汉只能抗住压力握紧拳头到最后,,,,0
没有任何优势还想缩小差距,,,,0
THIS MY LIFE 我想要一个完美的结局,,,,0
你没有经历过所以没资格对我评论,,,,0
每一个讽刺过我的人我会留下凭证,,,,0
校园出来我知道天才也需要勤奋,,,,0
经历过才知道钱财的来之不易,,,,0
玩多了感情游戏也会相信不离不弃,,,,0
最懂你的人只有你自己,,,,0
WAKE UP 因为梦想要继续,,,,0
时间让我把这些看的更透,,,,0
别趴下我不会选择逃走,,,,0
成长让我 把珍惜两字看懂,,,,0
有故事的你们都会读懂,,,,0
我看到了过程 而不是注重结果,,,,0
走出第一步就不曾后悔过,,,,0
我看到了爸妈看的最重是我,,,,0
我知道你们付出很多剩下的交给我,,,,0
在破茧重生以后,,,,0
重创的伤口不会再痛,,,,0
梦想支撑我向前走,,,,0
我要追寻我的自由,,,,0
当遇到挫折的时候,,,,0
我不会再去低头,,,,0
为了心中的目标而奋斗,,,,0
我会一直走到最后,,,,0
我要当学霸 要 要 要,,,,0
眼镜加速度推进 执笔刻画碰撞慧星,,,,0
迈进教室染色体已蜕异,,,,0
垂体过度分泌,,,,0
拟定法案 宏观调控谁又被清算,,,,0
策反太惊案 班主任都被我批判,,,,0
太swag 无法被氧化,,,,0
提纯降低化合价,,,,0
供求关系弱化 让你经济建设作罢 用字孔乙己般刁钻 狂人日记般阴暗,,,,0
像鲁迅笑抚胡须给你祥林嫂灯火阑珊,,,,0
乱臣贼子弹劾竹简 make it rain im on it,,,,0
百家争鸣 fuck that 始皇帝为我加冕,,,,1
惊艳四座 的party queen 说我是她的八旗兵,,,,0
看我策马进 奉皇命 奉天承运举剑设法令,,,,0
That right 这是腹黑aka饶舌尖子 继承着hip hop的文化,,,,0
被痛斥 被控制 被打压之后竖起中指 同时,,,,0
反对着应试教育的弊端 为了把学霸踢翻到火星去,,,,0
笔到我手里就是揭露丑态的冷兵器 so what,,,,0
我才不管 那些处男 屌丝爱撸管 学霸很不安,,,,1
是因为 我出现 言辞超级精髓 我突变 飞到山峰的顶端,,,,0
i make it wrong 的能力超出了老师的范围 我饶舌天赋就像是强暴你思想的棒槌,,,,0
我把说唱加现象 像是爱因斯坦实验产生了新货,,,,0
就是准备后浪推前浪让牛顿定理重新再拼过,,,,0
如果你有兴趣的话可以随时验货 来自minsta的饶舌歌手一次让你们见够,,,,0
把考场当战场给校长大绝杀,,,,0
奖状 这种东西我多的都拿来擦屁股,,,,0
表扬 我从不差这种话来给我打基础,,,,0
学渣笨的像个白痴 而我号称江南四大才子,,,,1
对不起我他妈就是AKA别人家的孩子,,,,1
所有PUNCHLINE全部来自我的高智商,,,,0
你们这些小智障的分数全在我不要的稿纸上,,,,1
我要当学霸 劳其筋骨饿及体肤还必须要上知天文下知地理,,,,0
让那些学渣 羞愧的恨不得立马把头都埋进地理,,,,0
对难题不依不饶 饶舌我故意出道,,,,0
学渣的家长脸红到连开那家长会都出席不了,,,,0
为什么每天上课睡觉 却不会因为挂科补考,,,,0
说了那么多是因为,,,,0
我要当学霸 我不是学渣 学霸带个墨镜还要叼根大雪茄,,,,0
精通琴棋书画还要玩Hip-Hop,,,,0
学霸不想跟你废话 学霸最讨厌放假,,,,0
学霸专注技巧研发 学霸把学渣结扎,,,,1
被我踩死的学渣一批接一批,,,,1
知道最后老子依旧还是年段第一,,,,1
我不打你 我不骂你 我用我的成绩单来羞辱你,,,,0
我不要成绩 我要的是人生,,,,0
歹势 老子这次又考满分,,,,1
我的人生除了学习就是复习 像个神经病,,,,0
课本和习题就是我的毒品 惹到我瞬间变成药家鑫,,,,0
知识是我杀人的动力 让你全家必不开被灭顶,,,,1
我就是那么血腥 谁都不能抢走我的专属奖学金,,,,1
把考场当战场给校长大绝杀,,,,1
在 学 校 老 师 教 我 huh 不 要 整 天 喝 啤 酒 huh Talk shit 靠北 她 说 校 董 脾 气 臭 huh,,,,1
学霸和学渣 huh 你我身价差好几倍,,,,1
叫我 耀宏CEO aka. 高峰狙击手,,,,1
让现场 暴动chill people 社会学金融学我操纵去掏空外地机构,,,,1
我终结学霸学院权贵圈new blood 我所学 我所削 成绩单 我在打 只做HIP-HOP 不做奇葩 都怪我 太爱秀 让学渣们 糗太久,,,,0
我才是学霸 学校老师都call me young star,,,,0
学渣排完队才能和我讲话 想找我签名 校长 来 挡驾,,,,1
Fuckin' school 你要拿什么和我比,,,,1
从不 出现在教室 训导主任他是我亲戚,,,,1
你怕怕的辅导员居然 也是我麻吉,,,,0
昨晚穿戴整齐出现在了我的私人party,,,,0
期末考场就只是个舞台 炫耀新的球鞋,,,,0
校园生物链的主宰 怎么可能为了成绩流血,,,,0
总在飞行模式的学霸你怎么跟上我的速度,,,,0
在我面前你只是发育还不健全的小侏儒,,,,1
叫我战犯 轻松抢下篮板 单手灌篮 随意韵脚玩转,,,,1
你可以把它当成weed... 当你思绪难产,,,,0
把考场当战场给校长大绝杀,,,,1
这里是JR,,,,0
别说废话 容纳不下 垃圾的说唱会让人退化,,,,1
its a real problem 他们叫我 fuck em,,,,1
矫正麦克风 让他们 去吃肠粉,,,,0
画面尚未完整 总要人完成,,,,0
我拿起麦克风 就会唱出经典的 版本,,,,0
低调是让 他们露出马脚,,,,0
我看你要往哪跑 顺势把你打倒,,,,0
平时话少 是因为歌曲说的话多,,,,0
我不耍花招 因为他们赶不上我,,,,0
九零年的rapper remember the name,,,,0
这是"J" to the "R" from the "F" to the "O" " G",,,,0
别的不想 只想干掉那个第一,,,,1
你可以不喜欢,,,,0
但我必须唱,,,,0
黑白的战斗,,,,0
要继续上,,,,0
你可以不喜欢,,,,0
但我必须唱,,,,0
自我的态度,,,,0
要继续funk X2,,,,1
曾经的我 他们全都不会当回事,,,,0
现在对我笑 还嘛都在装没事,,,,0
都在装蛋 想要拜我为师,,,,1
整天吹你玩说唱 还真当人白痴,,,,1
你永远都不会,,,,0
这种态度 最多当一只乌龟,,,,1
做人太狗腿 只配流口水,,,,1
赶紧卸掉你的装 不要在这里臭美,,,,1
自我 不等于自私 而等于自己,,,,0
执着 不等于固执 而等于深信,,,,0
你想要取真经 必须上西天,,,,0
你想要受尊敬 必须先受贬,,,,0
这是黑白之战,,,,0
战场以外的人们全部统称为智障,,,,1
我不需要翅膀 我只需要mic,,,,0
黄皮肤的加入 smackin' your wife,,,,0
你可以不喜欢,,,,0
但我必须唱,,,,0
黑白的战斗,,,,0
要继续上,,,,0
你可以不喜欢,,,,0
但我必须唱,,,,0
自我的态度,,,,0
要继续funk X2,,,,1
你来到深圳会看到很多他们叫做funkheads,,,,1
听歌不会点头只会摇头的dumbass,,,,0
他们活的年代现在还在放着disco,,,,0
as metter of fact 该问whats wrong with me,,,,0
我把Hiphop带上舞台,,,,0
让他们都像 傻仔,,,,0
我说的话 你要听清楚甘mark低,,,,0
我中意乱来 转移话题,,,,0
好似努力甘揾钱,,,,1
然后努力甘倒米,,,,1
努力甘扮野但系你先坐低,,,,1
大家都有眼睇 边个系傻 hi,,,,1
你可以不喜欢,,,,0
但我必须唱,,,,0
黑白的战斗,,,,0
要继续上,,,,0
你可以不喜欢,,,,0
但我必须唱,,,,0
自我的态度,,,,0
要继续funk x5,,,,1
我突然想要说话 让这思维变大,,,,0
打电话 给你的师傅 让她送我一束鲜花,,,,0
你长天花 被人奸杀也没有用,,,,0
不会惊动 因为这不是你的胡同,,,,0
南方称暗巷 粤语叫 后巷,,,,1
没人跟你单挑 目的系要你入厂,,,,1
我唔讲 个地方你都唔知系边,,,,1
向着太阳向着自由向着新中国,,,,0
还是这么多的人说,,,,0
所以表示我们这些王八蛋要准备复活,,,,1
你入伙 但是我们就像楼价上涨,,,,0
我在楼顶 当然你是要往上喊,,,,0
做好准备上宝宝金水,,,,0
来让你来听会,,,,0
清水中没有可待因也不涨薪水,,,,0
你听了不会 麦克风上都是误会,,,,0
没误会 因为现实你就是只乌龟,,,,1
你有龟壳 但是发现没有龟头,,,,1
配偶 但系你条女话我系衰佬,,,,1
把握你的未来 变成未来战士,,,,0
但是你都不能站直 怎么战死,,,,0
若你太清醒 我建议你停下来,,,,0
